Random waveform, supplied seed
Total number of intervals = 180 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036)
Average QPS expected = 56542
Timestamp start: 1778011460580
Timestamp end: 1778013260908

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      569.4   877.0    86.8   142.4   160.5   300.8   372.3   429.0   487.4   588.7  1357.6  2707.3  4322.8  7807.8  9416.9  67687.5    67789
read      282.7   154.1    86.8   135.5   149.2   261.2   312.2   339.1   359.5   385.2   424.4   501.9   745.3  1797.6  3930.6  51881.8    51929
read      328.3   311.2    86.8   137.1   151.6   260.7   321.9   359.8   390.4   435.0   520.4   718.1  1586.0  3610.8  7735.8  83894.6    83850
read      278.3   112.0    93.8   160.7   181.2   270.2   300.8   318.0   331.7   346.4   368.8   403.7   533.3  1306.4  3919.0  18565.4    18614
read      330.7   174.9    93.8   151.7   171.4   305.2   362.6   395.8   422.1   455.0   497.2   568.5   894.0  1928.5  3761.3  29248.1    29315
read      507.3   608.5    86.8   166.1   193.7   353.2   442.9   501.8   548.9   618.2   753.6  1574.3  3393.9  7024.7  8247.0 108032.0   108090
read      281.2   109.6    86.8   154.6   173.1   276.6   312.0   330.9   343.8   360.7   381.6   419.2   525.0  1042.4  3174.6  26961.2    27024
read      319.2   203.3    86.8   139.2   154.4   283.6   346.2   386.0   417.0   457.2   508.2   599.5   937.4  2093.6  6331.8  49838.6    49907
read      280.4   114.9   109.4   178.3   196.9   268.2   295.7   312.5   324.2   339.4   360.5   398.1   565.7  1417.3  4052.9   9186.3     9150
read      371.1   228.9    86.8   151.1   173.3   337.2   415.4   461.1   492.9   530.6   578.8   653.9  1017.0  2441.2  6780.0  34298.2    34328
read      351.5   284.4    86.8   140.3   156.1   291.1   361.4   407.3   447.8   497.6   568.8   722.6  1503.0  3059.7  7562.2  51975.6    51881
read      297.5   127.3   101.3   171.1   193.3   284.3   319.1   339.3   354.1   371.9   398.2   447.2   620.1  1422.1  3950.5  14605.8    14569
read      588.2   852.1    86.8   151.4   173.3   320.9   402.0   466.8   530.1   640.2  1451.6  2629.2  4150.7  7789.0  8932.6  81500.7    81517
read      275.3   164.2    86.8   133.6   146.8   244.0   300.4   331.0   352.7   378.9   416.8   496.9   809.2  1953.0  3683.1  78536.2    78694
read      299.4   242.7    86.8   138.2   152.0   251.0   308.6   341.1   365.8   397.0   446.5   564.6  1281.7  2885.2  7413.9  93355.5    93409
read      274.8   119.3    86.8   144.3   159.0   269.1   310.2   330.7   344.3   362.2   384.9   426.2   559.1  1128.1  3250.6  39000.8    39093
read      298.1   124.9    93.8   164.5   184.5   284.6   322.0   343.2   359.8   379.3   406.8   461.3   637.9  1529.5  3034.7  18649.3    18729
read      545.9   853.1    86.8   141.6   158.5   291.0   359.0   405.4   455.1   543.3  1236.1  2620.2  4251.7  7768.4  8965.5  70779.4    70818
read      277.4   124.6    93.8   159.2   177.3   270.3   300.8   317.1   329.6   343.6   364.1   398.8   536.3  1562.2  3868.5  22041.3    21942
read      341.8   339.0    86.8   139.9   154.9   263.8   325.6   363.6   394.9   442.1   536.3   792.5  1799.4  3760.8  7785.3  91722.8    91810
read      277.9   109.6    93.8   148.1   163.3   272.3   314.2   335.2   349.4   367.2   390.7   430.8   549.0  1026.8  2790.3  39652.4    39588
read      311.4   179.9    86.8   145.1   161.0   284.3   339.4   370.9   395.4   427.4   470.7   547.5   872.3  2145.4  4402.3  40901.5    40957
read      329.3   250.3    86.8   138.4   152.3   273.9   341.1   385.5   423.8   473.6   540.8   670.1  1315.2  2712.0  7304.6  62543.8    62645
read      286.3   135.1   101.3   166.0   186.9   272.1   303.6   320.6   334.7   350.5   374.0   422.0   680.1  1591.2  4526.6  15530.2    15539
read      613.6   761.9    93.8   200.4   231.1   398.3   490.7   552.3   610.9   710.0  1006.7  2227.2  3909.4  7698.4  9816.2 107757.2   107672
read      294.2   182.8    86.8   149.8   166.3   274.9   313.0   333.8   348.4   368.8   399.3   478.2   865.9  2152.2  7397.8  32992.1    32954
read      309.4   169.7    86.8   139.8   154.5   278.2   338.3   373.5   401.8   440.8   495.7   588.2   871.0  1716.7  3273.6  58953.0    58866
read      283.9   107.7    86.8   150.8   169.6   276.1   312.4   332.3   346.0   365.0   390.5   435.2   575.3  1222.7  2651.3  23751.1    23739
read      350.7   195.1    86.8   139.9   158.2   313.6   397.8   447.8   482.4   522.2   573.4   654.8   974.3  1826.9  3237.5  54712.4    54701
read      300.1   166.3    86.8   136.4   150.8   269.9   329.3   364.0   391.4   427.8   479.6   567.5   830.3  1713.1  3298.8  60620.3    60706
read      299.5   189.4    86.8   132.8   146.7   258.7   321.3   360.9   393.4   437.5   497.1   590.9   918.9  1952.4  4046.5  72247.8    72350
read      280.4   131.3    86.8   131.4   145.0   259.5   315.8   347.0   372.0   402.3   445.4   508.2   661.8  1144.3  1966.4  58666.6    58661
read      285.4   133.8    86.8   139.8   155.7   275.5   319.7   343.7   362.2   384.3   415.1   467.7   595.3  1205.7  4236.3  34954.8    34912
read      443.9   561.1    80.4   149.5   169.5   304.9   376.9   426.6   468.0   528.3   641.6  1439.2  3110.1  6078.5  8114.1 103329.9   103268
read      265.3   101.0    86.8   140.8   155.4   261.9   299.7   318.7   332.7   347.5   369.7   405.7   512.9   871.2  3403.5  38675.0    38703
read      312.6   209.1    80.4   135.3   149.8   258.8   323.1   366.9   406.1   466.0   543.7   668.5  1057.1  1978.0  3840.2  83438.8    83358
read      265.0   123.1    86.8   134.0   147.2   251.8   302.3   327.3   344.2   364.8   391.6   438.2   583.7   933.6  3318.7  57315.6    57408
read      293.5   204.7    86.8   134.0   148.0   247.4   306.3   340.2   366.9   402.1   465.7   600.8  1032.0  2304.6  4289.1  86960.5    86837
read      267.1    96.1    86.8   143.2   158.7   264.9   301.4   319.8   333.4   347.5   368.8   401.3   494.0  1034.4  2114.8  33606.4    33517
read      292.5   166.1    86.8   133.2   146.9   261.2   321.8   357.4   385.7   423.0   473.8   556.0   795.7  1552.4  3700.2  66247.0    66204
read      301.2   196.9    80.4   133.3   146.9   257.1   321.2   360.9   393.9   439.5   501.8   603.0   975.6  2056.6  3836.4  73699.6    73758
read      299.9   248.9    86.8   135.8   149.8   246.3   302.0   334.2   358.9   391.1   443.3   600.2  1385.6  2829.1  6055.9  99619.7    99742
read      315.1   256.1    86.8   141.0   156.7   262.2   320.2   355.1   382.2   419.2   477.3   611.0  1418.7  2856.5  7094.8 109212.1   109462
read      278.9   174.8    86.8   133.9   147.7   241.7   296.7   328.0   350.7   379.2   422.0   519.5   956.0  1912.0  3593.2  94499.1    94453
read      264.8   109.8    86.8   138.1   151.8   260.0   302.5   323.1   337.7   354.5   375.4   414.0   518.2   876.9  3231.3  44026.4    44096
read      350.9   341.8    86.8   141.5   157.8   269.6   331.1   369.8   402.4   455.2   556.2   858.2  1791.6  3435.0  7983.9 100407.6   100467
read      243.2    90.7   101.3   165.9   181.8   237.1   256.8   268.4   275.9   287.5   300.7   323.1   392.5  1178.7  3333.4   8608.6     8576
read      289.9   158.4    80.4   133.3   147.0   264.2   322.3   355.5   380.6   413.0   459.3   533.7   751.4  1674.5  4091.4  59391.3    59359
read      251.6   101.0   101.3   168.4   185.5   243.6   265.4   276.7   286.7   296.7   313.1   339.1   445.2  1202.1  4227.2   7567.4     7614
read      321.7   192.1    80.4   136.7   151.7   282.3   350.2   393.6   429.2   473.8   534.2   630.1   964.7  1860.6  3766.6  60132.2    60329
read      301.4   147.3    86.8   139.1   154.2   281.5   336.3   367.7   392.1   423.7   467.4   539.9   706.7  1520.7  3451.3  43592.3    43762
read      383.7   479.7    86.8   138.7   154.1   277.3   342.7   386.0   424.0   477.8   563.8   852.5  2738.5  5243.7  8070.4  67097.0    67038
read      295.6   120.3    93.8   159.0   177.2   287.4   326.3   346.3   362.4   380.7   405.1   455.1   595.0  1259.9  3086.3  26092.1    26095
read      402.8   566.9    86.8   135.4   150.1   276.9   344.4   389.0   427.3   478.5   557.7   942.0  3139.9  6491.1  8513.3  71294.3    71173
read      343.0   350.3    86.8   143.2   159.6   271.0   331.8   368.4   397.7   437.7   503.6   676.5  1869.7  3811.6  7767.9 109357.1   109276
read      259.8   131.5    93.8   165.3   184.3   254.0   277.0   290.5   299.7   312.2   327.4   352.4   426.2  1227.9  7687.3  13244.1    13150
read      287.3   154.3    86.8   133.3   146.4   260.9   319.9   353.3   378.8   411.2   458.0   530.4   738.2  1537.3  2671.7  61100.3    61250
read      305.8   227.3    80.4   135.4   149.5   254.3   315.4   351.4   381.1   423.8   498.4   641.1  1148.3  2504.5  6573.8  84601.2    84472
read      270.9   149.9    80.4   132.3   145.3   241.2   298.2   328.5   349.4   374.8   411.1   491.4   774.0  1529.5  3122.9  82106.3    82226
