Random waveform, supplied seed
Total number of intervals = 180 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036)
Average QPS expected = 56542
Timestamp start: 1778411400258
Timestamp end: 1778413200580

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      282.7   126.9    74.4   128.9   144.1   267.5   326.7   358.7   381.3   408.1   444.9   500.5   608.8   791.2  1932.1  70874.6    70818
read      268.0    88.1    86.8   147.3   165.8   267.7   297.1   314.8   327.3   341.9   361.8   392.1   460.8   601.1  2927.1  21888.2    21942
read      343.7   188.2    80.4   138.2   157.8   306.8   380.7   426.7   462.4   506.6   567.4   675.9  1006.7  1318.7  3185.4  91757.9    91810
read      282.2   107.4    80.4   136.9   152.2   281.2   327.5   351.2   367.9   387.6   412.1   452.9   537.7   665.3  2732.8  39558.8    39588
read      280.9   115.3    80.4   135.1   150.6   279.8   326.1   349.8   366.6   386.2   410.4   451.3   536.8   683.3  3058.9  41066.2    40957
read      282.1   129.8    74.4   129.2   144.1   269.0   327.2   358.0   379.9   404.7   439.0   493.4   593.4   766.3  3628.6  62571.3    62645
read      262.1    96.3    80.4   156.2   176.3   257.1   284.5   298.4   310.5   323.5   343.5   374.2   459.5  1077.5  3918.7  15534.6    15539
read      498.9   309.8    74.4   158.8   189.7   455.4   573.5   630.2   674.5   737.1   894.0  1108.5  1358.6  1699.9  7316.7 107681.2   107672
read      292.8   127.5    74.4   140.6   157.4   285.5   330.2   354.3   371.1   392.5   421.4   472.2   683.2  1046.1  2772.8  32960.3    32954
read      284.2   125.1    80.4   130.6   145.7   271.9   331.9   363.1   384.7   409.0   440.8   491.7   589.8   747.1  2291.0  58775.5    58866
read      271.6   100.8    80.4   145.6   163.8   273.0   304.2   320.8   334.6   349.1   368.9   399.1   467.9   613.2  2056.2  23761.9    23739
read      284.1   125.9    74.4   131.1   146.2   273.6   332.6   362.6   383.2   406.0   436.3   485.4   580.4   741.3  2675.5  54726.3    54701
read      283.4   123.5    74.4   129.8   145.0   270.0   330.8   362.9   384.9   409.9   443.2   494.1   588.1   722.9  2531.6  60701.4    60706
read      284.5   146.7    74.4   128.6   143.9   266.9   328.2   362.0   386.0   414.2   451.2   505.1   613.1   793.3  3129.6  72426.4    72350
